shipment_id,order_date,dispatch_date,promised_delivery_date,delivery_date,region,city,customer_type,shipment_type,carrier,product_category,weight_kg,distance_km,shipping_cost,order_value,delivery_status,delay_days,customer_rating,delivery_time_days,on_time_flag,cost_per_km,cost_per_kg
1443,10/29/2024,10/31/2024,11/1/2024,11/1/2024,Eastern,Khobar,Retail,Express,AramexPlus,Electronics,5.31,314,38.93,4094.47,Delivered,0,5,1,1,0.123980892,7.331450094
1444,11/23/2024,11/25/2024,11/26/2024,11/27/2024,Northern,Tabuk,Retail,Same-Day,FastGo,Home,16.67,798,121.41,1419.36,Delayed,1,4,2,0,0.152142857,7.283143371
1445,8/24/2024,8/24/2024,8/27/2024,8/27/2024,Eastern,Khobar,Retail,Standard,PrimeRoute,Medical,2.42,393,31.59,1149.23,Delivered,0,5,3,1,0.080381679,13.05371901
1446,7/14/2024,7/16/2024,7/20/2024,7/21/2024,Southern,Abha,Business,Standard,PrimeRoute,Fashion,11.28,481,51.69,372.94,Delayed,1,4,5,0,0.107463617,4.582446809
1447,6/3/2024,6/4/2024,6/5/2024,6/7/2024,Eastern,Jubail,Retail,Express,LocalShip,Electronics,7.99,297,40.61,868.38,Delayed,2,3,3,0,0.136734007,5.082603254
1448,8/25/2024,8/25/2024,8/31/2024,9/3/2024,Southern,Jizan,Retail,Standard,LocalShip,Medical,18.63,376,52.44,520.32,Delayed,3,2,9,0,0.139468085,2.814814815
1449,5/14/2024,5/14/2024,5/19/2024,5/19/2024,Western,Jeddah,Retail,Standard,FastGo,Fashion,1.2,177,19.81,198.29,Delivered,0,4,5,1,0.111920904,16.50833333
1450,11/30/2024,12/2/2024,12/6/2024,12/7/2024,Eastern,Jubail,Retail,Standard,LocalShip,Electronics,9.35,55,20.23,3960.28,Delayed,1,4,5,0,0.367818182,2.163636364
1451,12/18/2024,12/18/2024,12/20/2024,12/20/2024,Eastern,Khobar,Business,Express,PrimeRoute,Home,6.67,321,40.8,1080.26,Delivered,0,5,2,1,0.127102804,6.116941529
1452,9/9/2024,9/11/2024,9/13/2024,9/13/2024,Western,Jeddah,Business,Express,FastGo,Grocery,25.8,419,67.07,194.48,Delivered,0,4,2,1,0.160071599,2.599612403
1453,8/11/2024,8/13/2024,8/18/2024,8/20/2024,Central,Buraydah,Retail,Standard,LocalShip,Medical,8.04,431,37.98,393.28,Delayed,2,3,7,0,0.08812065,4.723880597
1454,7/10/2024,7/10/2024,7/16/2024,7/18/2024,Eastern,Jubail,Retail,Standard,LocalShip,Electronics,19.26,32,27.01,4774.55,Delayed,2,4,8,0,0.8440625,1.40238837
1455,3/24/2024,3/26/2024,3/29/2024,3/29/2024,Southern,Najran,VIP,Standard,FastGo,Grocery,10.72,159,31.83,170.4,Delivered,0,4,3,1,0.200188679,2.969216418
1456,8/24/2024,8/25/2024,8/28/2024,8/31/2024,Southern,Abha,Retail,Standard,PrimeRoute,Grocery,25.36,441,62.81,189.22,Delayed,3,2,6,0,0.142426304,2.476735016
1457,5/19/2024,5/20/2024,5/25/2024,5/25/2024,Western,Makkah,Retail,Standard,PrimeRoute,Electronics,11.84,109,24.92,1046.98,Delivered,0,5,5,1,0.228623853,2.10472973
1458,5/28/2024,5/29/2024,6/1/2024,6/1/2024,Eastern,Khobar,Retail,Standard,AramexPlus,Electronics,5.9,74,18.42,564.03,Delivered,0,5,3,1,0.248918919,3.122033898
1459,4/9/2024,4/11/2024,4/14/2024,4/14/2024,Eastern,Jubail,Business,Express,FastGo,Medical,7.65,133,29.6,1420.27,Delivered,0,4,3,1,0.222556391,3.869281046
1460,6/14/2024,6/14/2024,6/20/2024,6/20/2024,Western,Jeddah,Retail,Standard,PrimeRoute,Medical,10.88,195,28.45,1166.53,Delivered,0,4,6,1,0.145897436,2.614889706
1461,12/16/2024,12/18/2024,12/21/2024,12/23/2024,Eastern,Jubail,Retail,Standard,AramexPlus,Grocery,7.7,232,27.76,132.05,Delayed,2,3,5,0,0.119655172,3.605194805
1462,1/7/2024,1/8/2024,1/12/2024,1/14/2024,Eastern,Dammam,Retail,Standard,AramexPlus,Fashion,7.4,317,31.77,338.96,Delayed,2,4,6,0,0.10022082,4.293243243
1463,9/5/2024,9/5/2024,9/11/2024,9/13/2024,Western,Madinah,Business,Standard,AramexPlus,Grocery,4.9,456,36.72,62.77,Delayed,2,4,8,0,0.080526316,7.493877551
1464,4/21/2024,4/23/2024,4/26/2024,4/28/2024,Northern,Hail,VIP,Standard,PrimeRoute,Electronics,2.26,733,58.15,3297.33,Delayed,2,4,5,0,0.079331514,25.7300885
1465,10/13/2024,10/13/2024,10/18/2024,10/18/2024,Western,Madinah,Retail,Standard,PrimeRoute,Fashion,11.32,280,33.06,329.43,Delivered,0,5,5,1,0.118071429,2.9204947
1466,8/23/2024,8/24/2024,8/26/2024,8/27/2024,Southern,Najran,Business,Express,FastGo,Home,25.98,680,101.06,134.73,Delayed,1,3,3,0,0.148617647,3.889915319
1467,9/2/2024,9/3/2024,9/7/2024,9/8/2024,Central,Riyadh,Retail,Standard,PrimeRoute,Electronics,17.29,456,46.63,736.21,Delayed,1,3,5,0,0.102258772,2.696934644
1468,8/14/2024,8/16/2024,8/19/2024,8/19/2024,Eastern,Khobar,VIP,Standard,AramexPlus,Fashion,9.3,208,27.84,363.45,Delivered,0,5,3,1,0.133846154,2.993548387
1469,12/29/2024,12/31/2024,1/4/2025,1/8/2025,Southern,Najran,Retail,Standard,AramexPlus,Fashion,5.03,896,70.59,425.6,Delayed,4,1,8,0,0.078783482,14.03379722
1470,3/6/2024,3/6/2024,3/11/2024,3/12/2024,Eastern,Dammam,Retail,Standard,FastGo,Fashion,20.32,403,46.41,153.93,Delayed,1,4,6,0,0.11516129,2.283956693
1471,3/5/2024,3/7/2024,3/10/2024,3/10/2024,Western,Madinah,Retail,Express,PrimeRoute,Grocery,5.96,224,33.76,82.65,Delivered,0,4,3,1,0.150714286,5.66442953
1472,12/19/2024,12/21/2024,12/26/2024,12/27/2024,Western,Jeddah,Retail,Standard,FastGo,Home,28.23,252,45.18,1433.43,Delayed,1,3,6,0,0.179285714,1.60042508
1473,8/8/2024,8/8/2024,8/14/2024,8/14/2024,Central,Riyadh,Retail,Standard,FastGo,Home,9.94,88,22.35,957.24,Delivered,0,4,6,1,0.253977273,2.248490946
1474,12/3/2024,12/5/2024,12/11/2024,12/11/2024,Central,Riyadh,Business,Standard,FastGo,Electronics,7.82,174,24.96,1690.22,Delivered,0,5,6,1,0.143448276,3.191815857
1475,3/1/2024,3/3/2024,3/9/2024,3/10/2024,Southern,Najran,Retail,Standard,FastGo,Home,3.95,858,67.27,945.94,Delayed,1,3,7,0,0.078403263,17.03037975
1476,12/7/2024,12/8/2024,12/10/2024,12/10/2024,Eastern,Dammam,Business,Express,FastGo,Grocery,10.76,326,45.38,178.35,Delivered,0,4,2,1,0.139202454,4.217472119
1477,4/15/2024,4/16/2024,4/20/2024,4/20/2024,Central,Riyadh,VIP,Standard,FastGo,Medical,3.09,226,23.77,545.12,Delivered,0,4,4,1,0.105176991,7.692556634
1478,1/15/2024,1/17/2024,1/20/2024,1/21/2024,Southern,Abha,Business,Standard,PrimeRoute,Grocery,10.09,419,46.83,93.83,Delayed,1,3,4,0,0.11176611,4.64122894
1479,6/27/2024,6/28/2024,7/4/2024,7/4/2024,Central,Riyadh,Retail,Standard,AramexPlus,Medical,1.09,262,23.97,1423.01,Delivered,0,5,6,1,0.09148855,21.99082569
1480,10/18/2024,10/20/2024,10/21/2024,10/21/2024,Eastern,Dammam,Retail,Same-Day,PrimeRoute,Medical,5.85,27,25.65,299.58,Delivered,0,5,1,1,0.95,4.384615385
1481,4/21/2024,4/23/2024,4/26/2024,4/26/2024,Central,Riyadh,Business,Express,FastGo,Medical,9.38,72,27.44,910.7,Delivered,0,4,3,1,0.381111111,2.925373134
1482,1/3/2024,1/3/2024,1/7/2024,1/7/2024,Western,Makkah,Retail,Standard,PrimeRoute,Medical,2.21,53,14.42,1271.69,Delivered,0,4,4,1,0.272075472,6.524886878
1483,12/23/2024,12/24/2024,12/30/2024,1/4/2025,Central,Riyadh,Business,Standard,LocalShip,Grocery,18.12,432,46.1,48.37,Delayed,5,2,11,0,0.106712963,2.54415011
1484,4/2/2024,4/3/2024,4/7/2024,4/11/2024,Southern,Abha,Business,Standard,LocalShip,Electronics,8.77,459,47.96,1019.42,Delayed,4,1,8,0,0.104488017,5.468643101
1485,9/20/2024,9/20/2024,9/24/2024,9/26/2024,Eastern,Khobar,Business,Standard,LocalShip,Fashion,0.55,184,19.64,318.93,Delayed,2,3,6,0,0.10673913,35.70909091
1486,3/4/2024,3/6/2024,3/9/2024,3/9/2024,Western,Makkah,Retail,Express,FastGo,Grocery,17.76,434,59.68,158.45,Delivered,0,5,3,1,0.137511521,3.36036036
1487,7/3/2024,7/4/2024,7/9/2024,7/11/2024,Northern,Tabuk,Business,Standard,PrimeRoute,Home,5.33,710,59.72,589.28,Delayed,2,3,7,0,0.084112676,11.20450281
1488,6/16/2024,6/17/2024,6/18/2024,6/18/2024,Eastern,Jubail,VIP,Same-Day,FastGo,Electronics,2.06,317,44,2525.56,Delivered,0,5,1,1,0.138801262,21.3592233
1489,8/21/2024,8/22/2024,8/24/2024,8/27/2024,Northern,Tabuk,Retail,Express,LocalShip,Grocery,4.88,869,89.47,150.45,Delayed,3,1,5,0,0.102957422,18.33401639
1490,4/25/2024,4/25/2024,5/1/2024,5/5/2024,Southern,Najran,Retail,Standard,AramexPlus,Home,19.32,865,82.45,1013.54,Delayed,4,2,10,0,0.095317919,4.267598344
1491,4/6/2024,4/8/2024,4/11/2024,4/12/2024,Southern,Jizan,Business,Express,AramexPlus,Home,4.21,509,60.56,306.18,Delayed,1,4,4,0,0.118978389,14.3847981
1492,1/7/2024,1/8/2024,1/13/2024,1/13/2024,Central,Buraydah,Business,Standard,AramexPlus,Fashion,2.71,162,20.27,450.48,Delivered,0,5,5,1,0.125123457,7.479704797
1493,9/24/2024,9/25/2024,9/27/2024,9/29/2024,Northern,Tabuk,Retail,Express,LocalShip,Home,24.16,635,95.28,1056.31,Delayed,2,4,4,0,0.150047244,3.943708609
1494,7/24/2024,7/24/2024,7/29/2024,7/29/2024,Central,Riyadh,Retail,Standard,PrimeRoute,Home,3.45,354,30.46,842.12,Delivered,0,4,5,1,0.086045198,8.828985507
1495,7/5/2024,7/5/2024,7/6/2024,7/8/2024,Southern,Abha,Retail,Express,PrimeRoute,Electronics,4.75,551,64.51,1984.86,Delayed,2,4,3,0,0.11707804,13.58105263
1496,7/25/2024,7/25/2024,7/26/2024,7/26/2024,Western,Makkah,Retail,Express,PrimeRoute,Medical,6.2,340,41.55,565.19,Delivered,0,5,1,1,0.122205882,6.701612903
1497,5/22/2024,5/23/2024,5/23/2024,5/25/2024,Central,Riyadh,Retail,Same-Day,LocalShip,Home,5.61,408,55.82,1264.3,Delayed,2,4,2,0,0.136813725,9.950089127
1498,7/1/2024,7/3/2024,7/6/2024,7/10/2024,Southern,Najran,Retail,Express,AramexPlus,Home,16.81,576,81.51,703.07,Returned,4,1,7,0,0.141510417,4.848899465
1499,5/22/2024,5/23/2024,5/25/2024,5/27/2024,Northern,Hail,Retail,Express,LocalShip,Medical,16.28,176,49.65,977.99,Delayed,2,4,4,0,0.282102273,3.0497543
1500,5/8/2024,5/8/2024,5/11/2024,5/11/2024,Western,Makkah,Retail,Standard,FastGo,Electronics,7.92,490,40.84,4359.14,Delivered,0,5,3,1,0.083346939,5.156565657
1501,1/16/2024,1/16/2024,1/19/2024,1/20/2024,Northern,Hail,Retail,Standard,PrimeRoute,Fashion,2.6,415,39.4,376.75,Delayed,1,3,4,0,0.094939759,15.15384615
1502,12/13/2024,12/15/2024,12/21/2024,12/21/2024,Central,Riyadh,Business,Standard,FastGo,Home,1.32,239,23.01,331.75,Delivered,0,5,6,1,0.096276151,17.43181818
1503,12/13/2024,12/14/2024,12/18/2024,12/20/2024,Central,Riyadh,Retail,Standard,LocalShip,Medical,25.01,192,39.61,1455.42,Delayed,2,3,6,0,0.206302083,1.583766493
1504,11/15/2024,11/15/2024,11/17/2024,11/17/2024,Eastern,Dammam,Retail,Express,AramexPlus,Medical,1.78,400,40.85,1499.07,Delivered,0,5,2,1,0.102125,22.9494382
1505,4/13/2024,4/15/2024,4/21/2024,4/23/2024,Central,Riyadh,Business,Standard,LocalShip,Home,10.17,322,34.24,324.55,Delayed,2,4,8,0,0.106335404,3.366764995
1506,9/15/2024,9/17/2024,9/22/2024,9/23/2024,Eastern,Jubail,Retail,Standard,LocalShip,Home,18.51,21,25.86,343.75,Delayed,1,4,6,0,1.231428571,1.397082658
1507,10/6/2024,10/6/2024,10/11/2024,10/13/2024,Eastern,Jubail,Business,Standard,AramexPlus,Medical,24.35,440,51.48,402.73,Delayed,2,4,7,0,0.117,2.114168378
1508,7/15/2024,7/16/2024,7/20/2024,7/22/2024,Central,Riyadh,Retail,Standard,LocalShip,Electronics,7.13,251,28.25,1400.3,Delayed,2,3,6,0,0.112549801,3.962131837
1509,8/23/2024,8/23/2024,8/27/2024,9/1/2024,Northern,Hail,Retail,Standard,LocalShip,Home,4.56,835,66.48,1141.03,Delayed,5,2,9,0,0.079616766,14.57894737
1510,12/3/2024,12/5/2024,12/9/2024,12/9/2024,Central,Riyadh,Retail,Standard,PrimeRoute,Medical,5.68,205,24.79,957.92,Delivered,0,5,4,1,0.120926829,4.36443662
1511,8/8/2024,8/9/2024,8/12/2024,8/12/2024,Eastern,Jubail,Retail,Standard,PrimeRoute,Home,8.83,122,23.16,749.37,Delivered,0,4,3,1,0.189836066,2.622876557
1512,2/26/2024,2/26/2024,2/28/2024,2/29/2024,Western,Makkah,Retail,Express,LocalShip,Home,14.2,146,37.26,679.7,Delayed,1,3,3,0,0.255205479,2.623943662
1513,12/16/2024,12/17/2024,12/21/2024,12/23/2024,Southern,Najran,Business,Standard,LocalShip,Medical,4.45,359,37.81,363.41,Delayed,2,4,6,0,0.105320334,8.496629213
1514,10/14/2024,10/16/2024,10/19/2024,10/20/2024,Southern,Najran,Business,Express,LocalShip,Home,3.8,308,44.37,312.22,Delayed,1,4,4,0,0.144058442,11.67631579
1515,5/14/2024,5/15/2024,5/17/2024,5/17/2024,Western,Madinah,VIP,Express,FastGo,Home,3.38,438,44.99,597.64,Delivered,0,4,2,1,0.102716895,13.31065089
1516,6/13/2024,6/15/2024,6/17/2024,6/19/2024,Northern,Hail,Retail,Express,AramexPlus,Grocery,21.46,162,55.02,193.06,Delayed,2,3,4,0,0.33962963,2.563839702
1517,7/6/2024,7/6/2024,7/12/2024,7/12/2024,Central,Riyadh,Retail,Standard,FastGo,Fashion,6.42,211,25.69,365.32,Delivered,0,4,6,1,0.121753555,4.001557632
1518,7/13/2024,7/15/2024,7/21/2024,7/21/2024,Eastern,Jubail,VIP,Standard,FastGo,Grocery,26.5,220,42.2,180.43,Delivered,0,4,6,1,0.191818182,1.59245283
1519,7/29/2024,7/31/2024,8/3/2024,8/3/2024,Central,Buraydah,VIP,Express,AramexPlus,Grocery,10.89,305,44.15,169.59,Delivered,0,5,3,1,0.144754098,4.054178145
1520,4/30/2024,5/1/2024,5/4/2024,5/4/2024,Eastern,Dammam,Retail,Express,PrimeRoute,Fashion,5.08,339,40.32,112.84,Delivered,0,5,3,1,0.118938053,7.937007874
1521,6/5/2024,6/7/2024,6/11/2024,6/11/2024,Eastern,Jubail,Retail,Standard,FastGo,Electronics,5.77,442,36.72,2685.05,Delivered,0,5,4,1,0.083076923,6.363951473
1522,10/2/2024,10/3/2024,10/9/2024,10/9/2024,Central,Buraydah,Retail,Standard,PrimeRoute,Electronics,10.67,483,42.69,601.22,Delivered,0,4,6,1,0.088385093,4.000937207
1523,10/17/2024,10/17/2024,10/19/2024,10/21/2024,Eastern,Dammam,Retail,Express,LocalShip,Home,9.96,356,46.5,1339.73,Delayed,2,4,4,0,0.130617978,4.668674699
1524,12/22/2024,12/24/2024,12/27/2024,12/28/2024,Southern,Jizan,Retail,Express,AramexPlus,Electronics,0.69,685,69.89,2116.37,Delayed,1,3,4,0,0.102029197,101.2898551
1525,10/19/2024,10/20/2024,10/23/2024,10/26/2024,Northern,Tabuk,Retail,Standard,AramexPlus,Home,11.43,600,58.97,620.6,Delayed,3,1,6,0,0.098283333,5.159230096
1526,2/21/2024,2/21/2024,2/27/2024,3/3/2024,Northern,Hail,Business,Standard,FastGo,Home,15.88,862,78.96,1074.12,Delayed,5,1,11,0,0.091600928,4.972292191
1527,12/7/2024,12/8/2024,12/8/2024,12/9/2024,Western,Makkah,Retail,Same-Day,LocalShip,Medical,3.18,224,37.99,151.65,Delayed,1,4,1,0,0.169598214,11.94654088
1528,8/11/2024,8/11/2024,8/16/2024,8/18/2024,Eastern,Dammam,Retail,Standard,AramexPlus,Grocery,1.42,373,29.79,55.7,Delayed,2,4,7,0,0.079865952,20.97887324
1529,4/19/2024,4/21/2024,4/22/2024,4/22/2024,Western,Makkah,Retail,Express,FastGo,Medical,8.89,377,46.75,725.68,Delivered,0,4,1,1,0.124005305,5.25871766
1530,10/20/2024,10/20/2024,10/22/2024,10/22/2024,Eastern,Khobar,Retail,Express,FastGo,Grocery,4.35,39,20.06,41.14,Delivered,0,4,2,1,0.514358974,4.611494253
1531,2/18/2024,2/18/2024,2/24/2024,2/25/2024,Northern,Tabuk,VIP,Standard,FastGo,Medical,1.73,774,60.1,307.74,Delayed,1,3,7,0,0.077648579,34.73988439
1532,10/17/2024,10/18/2024,10/21/2024,10/22/2024,Southern,Jizan,VIP,Express,AramexPlus,Electronics,10.35,708,83.74,3603.04,Delayed,1,4,4,0,0.118276836,8.090821256
1533,6/26/2024,6/26/2024,6/29/2024,7/1/2024,Southern,Jizan,Retail,Standard,LocalShip,Fashion,6.46,666,58.16,123.93,Delayed,2,4,5,0,0.087327327,9.003095975
1534,12/5/2024,12/6/2024,12/8/2024,12/8/2024,Central,Buraydah,Business,Express,AramexPlus,Home,2.71,200,28.82,886.59,Delivered,0,4,2,1,0.1441,10.63468635
1535,7/24/2024,7/26/2024,8/1/2024,8/2/2024,Southern,Jizan,Retail,Standard,PrimeRoute,Home,10.9,280,39.26,484.23,Delayed,1,4,7,0,0.140214286,3.601834862
1536,4/2/2024,4/2/2024,4/4/2024,4/5/2024,Eastern,Jubail,Business,Express,LocalShip,Medical,5.54,466,49.05,1478.91,Delayed,1,4,3,0,0.105257511,8.853790614
1537,12/4/2024,12/5/2024,12/8/2024,12/8/2024,Central,Riyadh,Retail,Express,LocalShip,Fashion,10.7,69,28.61,290,Delivered,0,4,3,1,0.414637681,2.673831776
1538,11/16/2024,11/16/2024,11/17/2024,11/20/2024,Northern,Hail,Business,Express,LocalShip,Medical,27.62,554,93.28,218.48,Delayed,3,1,4,0,0.168375451,3.377262853
1539,3/16/2024,3/18/2024,3/19/2024,3/19/2024,Central,Riyadh,Retail,Same-Day,AramexPlus,Home,3.36,382,50.86,726.51,Delivered,0,4,1,1,0.133141361,15.13690476
1540,7/29/2024,7/31/2024,8/3/2024,8/3/2024,Western,Jeddah,Business,Express,AramexPlus,Home,9.68,356,46.21,435.28,Delivered,0,5,3,1,0.129803371,4.773760331
1541,5/16/2024,5/17/2024,5/21/2024,5/21/2024,Eastern,Dammam,VIP,Standard,PrimeRoute,Home,2.34,24,13.07,1049.28,Delivered,0,5,4,1,0.544583333,5.585470085
1542,12/17/2024,12/17/2024,12/20/2024,12/20/2024,Eastern,Jubail,Retail,Standard,PrimeRoute,Grocery,9,171,25.75,97.37,Delivered,0,5,3,1,0.150584795,2.861111111
1543,2/28/2024,2/28/2024,3/1/2024,3/3/2024,Southern,Abha,Business,Express,LocalShip,Fashion,5.91,374,52.15,151.27,Delayed,2,4,4,0,0.139438503,8.824027073
1544,6/7/2024,6/7/2024,6/10/2024,6/10/2024,Western,Jeddah,Retail,Standard,FastGo,Fashion,4.79,239,25.78,453.13,Delivered,0,5,3,1,0.107866109,5.382045929
1545,11/27/2024,11/29/2024,12/2/2024,12/6/2024,Northern,Hail,Retail,Standard,LocalShip,Home,11.62,583,58.14,707.69,Delayed,4,1,7,0,0.099725557,5.003442341
1546,3/10/2024,3/10/2024,3/16/2024,3/16/2024,Central,Riyadh,Business,Standard,PrimeRoute,Grocery,9.2,268,30.76,36.64,Delivered,0,5,6,1,0.114776119,3.343478261
1547,3/31/2024,4/2/2024,4/7/2024,4/7/2024,Central,Buraydah,Retail,Standard,AramexPlus,Medical,14.35,104,26.68,1410.34,Delivered,0,5,5,1,0.256538462,1.859233449
1548,2/12/2024,2/13/2024,2/17/2024,2/17/2024,Central,Buraydah,Retail,Standard,FastGo,Electronics,11.99,421,40.64,2899.4,Delivered,0,5,4,1,0.096532067,3.389491243
1549,7/27/2024,7/27/2024,7/31/2024,7/31/2024,Eastern,Jubail,Retail,Standard,AramexPlus,Electronics,1.62,37,13.15,3171.44,Delivered,0,5,4,1,0.355405405,8.117283951
1550,3/12/2024,3/14/2024,3/17/2024,3/17/2024,Eastern,Jubail,Retail,Express,FastGo,Home,11.65,103,31.81,1462.94,Delivered,0,4,3,1,0.308834951,2.730472103
1551,12/6/2024,12/6/2024,12/10/2024,12/10/2024,Western,Jeddah,Business,Standard,FastGo,Medical,1.88,199,21.45,890.07,Delivered,0,5,4,1,0.107788945,11.40957447
1552,2/16/2024,2/16/2024,2/17/2024,2/18/2024,Southern,Najran,Retail,Express,AramexPlus,Home,9.8,356,55.6,1205.02,Delayed,1,3,2,0,0.156179775,5.673469388
1553,6/17/2024,6/19/2024,6/22/2024,6/22/2024,Western,Madinah,Retail,Standard,FastGo,Grocery,8.74,117,22.84,91.65,Delivered,0,5,3,1,0.195213675,2.613272311
1554,8/4/2024,8/4/2024,8/9/2024,8/14/2024,Southern,Najran,Retail,Standard,LocalShip,Fashion,10.69,847,73.08,103.9,Delayed,5,1,10,0,0.086280992,6.836295603
1555,4/19/2024,4/21/2024,4/23/2024,4/23/2024,Western,Jeddah,Retail,Express,FastGo,Fashion,3.3,28,18.25,248.88,Delivered,0,5,2,1,0.651785714,5.53030303
1556,10/28/2024,10/30/2024,11/2/2024,11/3/2024,Eastern,Khobar,Retail,Express,LocalShip,Grocery,9.65,211,36.75,102.89,Delayed,1,4,4,0,0.174170616,3.808290155
1557,6/11/2024,6/13/2024,6/17/2024,6/18/2024,Central,Buraydah,Retail,Standard,AramexPlus,Electronics,11.71,478,43.27,2378.55,Delayed,1,3,5,0,0.090523013,3.695132365
1558,5/22/2024,5/23/2024,5/26/2024,5/28/2024,Southern,Jizan,Business,Express,LocalShip,Fashion,11.16,475,66.58,141.42,Delayed,2,3,5,0,0.140168421,5.965949821
1559,6/6/2024,6/8/2024,6/8/2024,6/10/2024,Western,Makkah,VIP,Same-Day,LocalShip,Grocery,16.4,248,56.83,168.15,Delayed,2,4,2,0,0.229153226,3.465243902
1560,5/9/2024,5/10/2024,5/14/2024,5/14/2024,Central,Riyadh,Retail,Standard,FastGo,Fashion,12.07,416,40.46,435.49,Delivered,0,5,4,1,0.097259615,3.352112676
1561,12/16/2024,12/16/2024,12/19/2024,12/22/2024,Southern,Jizan,Retail,Standard,AramexPlus,Grocery,2.37,771,60.54,53.41,Delayed,3,1,6,0,0.078521401,25.5443038
1562,1/5/2024,1/7/2024,1/9/2024,1/10/2024,Central,Riyadh,Retail,Express,LocalShip,Home,17,385,55.71,465.8,Delayed,1,3,3,0,0.144701299,3.277058824
1563,4/30/2024,4/30/2024,5/3/2024,5/3/2024,Northern,Hail,Retail,Express,AramexPlus,Electronics,2.07,304,41.9,4970.18,Delivered,0,5,3,1,0.137828947,20.24154589
1564,11/19/2024,11/21/2024,11/24/2024,11/26/2024,Eastern,Dammam,Retail,Standard,PrimeRoute,Home,17.93,437,46.19,1086.96,Delayed,2,4,5,0,0.105697941,2.576129392
1565,5/20/2024,5/20/2024,5/23/2024,5/25/2024,Eastern,Jubail,Retail,Standard,LocalShip,Electronics,2.76,174,20.91,2538.57,Delayed,2,3,5,0,0.120172414,7.576086957
1566,6/19/2024,6/19/2024,6/20/2024,6/21/2024,Central,Buraydah,Retail,Express,LocalShip,Home,8.31,349,44.33,622.02,Delayed,1,3,2,0,0.127020057,5.334536703
1567,9/16/2024,9/17/2024,9/19/2024,9/19/2024,Northern,Tabuk,Retail,Express,PrimeRoute,Grocery,3.66,183,34.44,47.24,Delivered,0,4,2,1,0.188196721,9.409836066
1568,10/7/2024,10/8/2024,10/11/2024,10/11/2024,Central,Buraydah,Retail,Standard,LocalShip,Medical,3.67,80,16.94,676.5,Delivered,0,4,3,1,0.21175,4.615803815
1569,11/24/2024,11/26/2024,11/29/2024,11/29/2024,Eastern,Khobar,Retail,Standard,FastGo,Electronics,12.68,34,21.84,640.11,Delivered,0,5,3,1,0.642352941,1.722397476
1570,1/2/2024,1/3/2024,1/4/2024,1/4/2024,Western,Madinah,VIP,Same-Day,LocalShip,Fashion,8.02,41,29.55,355.99,Delivered,0,4,1,1,0.720731707,3.684538653
1571,10/21/2024,10/21/2024,10/22/2024,10/26/2024,Northern,Tabuk,Retail,Express,AramexPlus,Grocery,21.47,850,108.69,186.98,Delayed,4,1,5,0,0.127870588,5.062412669
1572,9/21/2024,9/21/2024,9/22/2024,9/22/2024,Central,Riyadh,Retail,Express,PrimeRoute,Fashion,3.54,254,33.19,128.55,Delivered,0,4,1,1,0.130669291,9.375706215
1573,8/19/2024,8/20/2024,8/26/2024,8/28/2024,Western,Madinah,Retail,Standard,LocalShip,Grocery,17.34,146,31.17,140.18,Delayed,2,3,8,0,0.213493151,1.797577855
1574,12/17/2024,12/18/2024,12/23/2024,12/25/2024,Northern,Tabuk,Retail,Standard,AramexPlus,Fashion,4.39,725,59.71,294.75,Delayed,2,4,7,0,0.082358621,13.60136674
1575,2/13/2024,2/15/2024,2/17/2024,2/17/2024,Southern,Jizan,Retail,Express,AramexPlus,Fashion,2.76,195,34.25,210.97,Delivered,0,5,2,1,0.175641026,12.40942029
1576,7/12/2024,7/14/2024,7/16/2024,7/17/2024,Northern,Hail,Retail,Express,PrimeRoute,Home,11.81,654,81.35,323.92,Delayed,1,4,3,0,0.124388379,6.888230313
1577,10/12/2024,10/14/2024,10/18/2024,10/18/2024,Southern,Abha,Retail,Standard,FastGo,Electronics,6.36,237,32.33,4148.69,Delivered,0,5,4,1,0.136413502,5.083333333
1578,8/24/2024,8/25/2024,8/29/2024,8/30/2024,Southern,Najran,Retail,Standard,PrimeRoute,Electronics,2.9,637,53,1353.18,Delayed,1,3,5,0,0.083202512,18.27586207
1579,7/24/2024,7/26/2024,7/30/2024,8/1/2024,Western,Makkah,Retail,Standard,PrimeRoute,Electronics,17.81,395,44,2367.85,Delayed,2,3,6,0,0.111392405,2.470522179
1580,2/15/2024,2/17/2024,2/22/2024,2/24/2024,Southern,Jizan,VIP,Standard,AramexPlus,Fashion,8.11,367,41.81,352,Delayed,2,3,7,0,0.113923706,5.155363748
1581,9/26/2024,9/26/2024,10/1/2024,10/1/2024,Eastern,Dammam,Retail,Standard,FastGo,Electronics,1.35,401,31.13,742.38,Delivered,0,4,5,1,0.077630923,23.05925926
1582,4/24/2024,4/24/2024,4/28/2024,4/29/2024,Northern,Hail,Retail,Standard,LocalShip,Electronics,3.31,144,23.82,4320.82,Delayed,1,4,5,0,0.165416667,7.196374622
1583,9/10/2024,9/10/2024,9/13/2024,9/13/2024,Western,Jeddah,Retail,Express,AramexPlus,Grocery,12.9,221,40.78,93.24,Delivered,0,5,3,1,0.184524887,3.16124031
1584,11/3/2024,11/4/2024,11/9/2024,11/11/2024,Northern,Tabuk,VIP,Standard,LocalShip,Fashion,25.66,690,78.03,241.95,Delayed,2,3,7,0,0.113086957,3.040919719
