shipment_id,order_date,dispatch_date,promised_delivery_date,delivery_date,region,city,customer_type,shipment_type,carrier,product_category,weight_kg,distance_km,shipping_cost,order_value,delivery_status,delay_days,customer_rating,delivery_time_days,on_time_flag,cost_per_km,cost_per_kg,distance_bucket,delay_category
1715,3/3/2024,3/4/2024,3/9/2024,3/11/2024,Western,Jeddah,Business,Standard,LocalShip,Electronics,15.13,326,38.4,2865.34,Delayed,2,4,7,0,0.117791411,2.538003966,300-600 km,1-2 Days Late
1716,8/1/2024,8/2/2024,8/5/2024,8/7/2024,Southern,Jizan,Retail,Standard,FastGo,Electronics,6.74,839,68.81,1427.08,Delayed,2,3,5,0,0.082014303,10.20919881,600+ km,1-2 Days Late
1717,7/12/2024,7/13/2024,7/16/2024,7/18/2024,Northern,Hail,Retail,Express,LocalShip,Grocery,4.66,428,54.8,176.02,Delayed,2,4,5,0,0.128037383,11.75965665,300-600 km,1-2 Days Late
1718,11/21/2024,11/21/2024,11/25/2024,11/25/2024,Northern,Tabuk,VIP,Standard,PrimeRoute,Medical,7.55,163,29.03,468.51,Delivered,0,5,4,1,0.17809816,3.845033113,100-300 km,On Time
1719,6/15/2024,6/17/2024,6/18/2024,6/19/2024,Northern,Hail,Retail,Express,LocalShip,Fashion,5.8,483,60.51,203.37,Delayed,1,3,2,0,0.125279503,10.43275862,300-600 km,1-2 Days Late
1720,7/21/2024,7/22/2024,7/23/2024,7/24/2024,Central,Buraydah,Retail,Same-Day,LocalShip,Fashion,8.73,269,48.69,168.27,Delayed,1,4,2,0,0.181003717,5.577319588,100-300 km,1-2 Days Late
1721,5/22/2024,5/24/2024,5/28/2024,5/28/2024,Eastern,Jubail,Retail,Standard,FastGo,Home,5.91,413,35.38,274.3,Delivered,0,5,4,1,0.08566586,5.986463621,300-600 km,On Time
1722,11/18/2024,11/19/2024,11/20/2024,11/20/2024,Central,Riyadh,Retail,Same-Day,FastGo,Medical,1.64,379,48.42,1225.99,Delivered,0,4,1,1,0.127757256,29.52439024,300-600 km,On Time
1723,2/13/2024,2/14/2024,2/20/2024,2/20/2024,Eastern,Jubail,VIP,Standard,FastGo,Medical,6.62,125,21.55,1266.77,Delivered,0,4,6,1,0.1724,3.255287009,100-300 km,On Time
1724,9/24/2024,9/24/2024,9/26/2024,9/26/2024,Western,Madinah,Business,Express,FastGo,Medical,6.86,152,30.01,758.76,Delivered,0,4,2,1,0.197434211,4.374635569,100-300 km,On Time
1725,12/3/2024,12/3/2024,12/9/2024,12/9/2024,Western,Makkah,Retail,Standard,FastGo,Electronics,18.05,173,33.09,1560.39,Delivered,0,5,6,1,0.191271676,1.833240997,100-300 km,On Time
1726,4/15/2024,4/17/2024,4/18/2024,4/19/2024,Southern,Abha,VIP,Same-Day,FastGo,Grocery,4.7,846,107.64,167.88,Delayed,1,4,2,0,0.127234043,22.90212766,600+ km,1-2 Days Late
1727,9/30/2024,10/2/2024,10/6/2024,10/7/2024,Western,Madinah,Retail,Standard,LocalShip,Electronics,2.64,484,36.31,2791.01,Delayed,1,3,5,0,0.075020661,13.75378788,300-600 km,1-2 Days Late
1728,1/24/2024,1/25/2024,1/30/2024,2/3/2024,Southern,Jizan,Business,Standard,LocalShip,Medical,10.16,374,44.19,1045.2,Delayed,4,2,9,0,0.11815508,4.349409449,300-600 km,3+ Days Late
1729,4/2/2024,4/3/2024,4/7/2024,4/8/2024,Northern,Tabuk,Retail,Standard,AramexPlus,Home,4.1,341,36.4,1275.48,Delayed,1,4,5,0,0.106744868,8.87804878,300-600 km,1-2 Days Late
1730,5/11/2024,5/12/2024,5/16/2024,5/20/2024,Northern,Tabuk,Retail,Standard,AramexPlus,Home,19.9,853,82.28,1102.53,Returned,4,2,8,0,0.096459555,4.134673367,600+ km,3+ Days Late
1731,3/27/2024,3/28/2024,3/31/2024,3/31/2024,Central,Riyadh,Retail,Standard,FastGo,Medical,8.85,373,35.73,1045.45,Delivered,0,4,3,1,0.095790885,4.037288136,300-600 km,On Time
1732,2/15/2024,2/15/2024,2/16/2024,2/16/2024,Eastern,Dammam,Retail,Same-Day,PrimeRoute,Grocery,11.29,325,56.45,38.06,Delivered,0,4,1,1,0.173692308,5.0,300-600 km,On Time
1733,1/31/2024,1/31/2024,2/5/2024,2/6/2024,Western,Makkah,Business,Standard,LocalShip,Fashion,2.45,250,24.46,267.66,Delayed,1,4,6,0,0.09784,9.983673469,100-300 km,1-2 Days Late
1734,12/31/2024,1/2/2025,1/5/2025,1/5/2025,Southern,Jizan,Retail,Express,PrimeRoute,Electronics,3.56,181,34.16,711.04,Delivered,0,5,3,1,0.188729282,9.595505618,100-300 km,On Time
1735,6/12/2024,6/12/2024,6/13/2024,6/13/2024,Central,Buraydah,Retail,Same-Day,LocalShip,Electronics,8.18,129,36.79,1795.19,Delivered,0,4,1,1,0.285193798,4.497555012,100-300 km,On Time
1736,7/11/2024,7/13/2024,7/16/2024,7/21/2024,Western,Makkah,Retail,Standard,AramexPlus,Grocery,27.52,285,46.27,51.04,Delayed,5,2,8,0,0.162350877,1.681322674,100-300 km,3+ Days Late
1737,11/1/2024,11/3/2024,11/6/2024,11/6/2024,Central,Riyadh,Business,Express,PrimeRoute,Fashion,2.15,93,21.28,434.31,Delivered,0,5,3,1,0.228817204,9.897674419,0-100 km,On Time
1738,9/15/2024,9/16/2024,9/17/2024,9/22/2024,Southern,Abha,Retail,Express,LocalShip,Medical,11.5,759,89.15,508.12,Returned,5,1,6,0,0.117457181,7.752173913,600+ km,3+ Days Late
1739,6/11/2024,6/13/2024,6/19/2024,6/20/2024,Northern,Tabuk,Retail,Standard,AramexPlus,Electronics,4.22,474,44.49,4870.48,Delayed,1,4,7,0,0.093860759,10.54265403,300-600 km,1-2 Days Late
1740,1/15/2024,1/15/2024,1/17/2024,1/17/2024,Northern,Hail,Retail,Express,FastGo,Home,6.67,252,43.58,428.47,Delivered,0,4,2,1,0.172936508,6.533733133,100-300 km,On Time
1741,10/10/2024,10/11/2024,10/15/2024,10/16/2024,Northern,Tabuk,Business,Standard,FastGo,Grocery,21.23,320,51.58,102.73,Delayed,1,4,5,0,0.1611875,2.429580782,300-600 km,1-2 Days Late
1742,10/11/2024,10/12/2024,10/16/2024,10/17/2024,Southern,Najran,Retail,Standard,FastGo,Fashion,1.95,731,57.73,379.44,Delayed,1,3,5,0,0.078974008,29.60512821,600+ km,1-2 Days Late
1743,2/12/2024,2/14/2024,2/15/2024,2/16/2024,Western,Makkah,Retail,Express,LocalShip,Home,8.08,237,36.81,790.62,Delayed,1,4,2,0,0.155316456,4.555693069,100-300 km,1-2 Days Late
1744,10/3/2024,10/4/2024,10/10/2024,10/13/2024,Southern,Abha,Retail,Standard,PrimeRoute,Grocery,8.0,690,61.08,53.01,Delayed,3,1,9,0,0.088521739,7.635,600+ km,3+ Days Late
1745,8/19/2024,8/19/2024,8/20/2024,8/20/2024,Western,Jeddah,VIP,Express,LocalShip,Medical,3.35,189,28.77,162.09,Delivered,0,4,1,1,0.152222222,8.588059701,100-300 km,On Time
1746,5/28/2024,5/29/2024,6/4/2024,6/5/2024,Central,Riyadh,Retail,Standard,LocalShip,Medical,3.9,214,23.82,609.69,Delayed,1,4,7,0,0.111308411,6.107692308,100-300 km,1-2 Days Late
1747,5/19/2024,5/21/2024,5/24/2024,5/24/2024,Western,Jeddah,Retail,Express,FastGo,Home,0.73,328,35.08,1046.73,Delivered,0,4,3,1,0.10695122,48.05479452,300-600 km,On Time
1748,11/19/2024,11/21/2024,11/27/2024,11/29/2024,Southern,Jizan,Business,Standard,LocalShip,Grocery,4.89,213,29.47,87.02,Delayed,2,4,8,0,0.138356808,6.026584867,100-300 km,1-2 Days Late
1749,3/23/2024,3/23/2024,3/29/2024,3/30/2024,Western,Madinah,Retail,Standard,AramexPlus,Electronics,7.72,249,28.63,2917.43,Delayed,1,3,7,0,0.11497992,3.708549223,100-300 km,1-2 Days Late
1750,2/15/2024,2/15/2024,2/17/2024,2/19/2024,Southern,Najran,Retail,Express,FastGo,Grocery,15.23,626,83.44,189.28,Delayed,2,3,4,0,0.133290735,5.478660538,600+ km,1-2 Days Late
1751,5/23/2024,5/24/2024,5/28/2024,6/2/2024,Northern,Tabuk,Retail,Standard,PrimeRoute,Medical,4.05,862,67.61,977.68,Delayed,5,2,9,0,0.078433875,16.69382716,600+ km,3+ Days Late
1752,11/21/2024,11/23/2024,11/28/2024,11/30/2024,Northern,Tabuk,Retail,Standard,AramexPlus,Grocery,25.03,260,51.63,158.67,Delayed,2,4,7,0,0.198576923,2.06272473,100-300 km,1-2 Days Late
1753,5/5/2024,5/7/2024,5/12/2024,5/13/2024,Eastern,Jubail,Business,Standard,LocalShip,Grocery,8.4,34,18.42,121.79,Delayed,1,4,6,0,0.541764706,2.192857143,0-100 km,1-2 Days Late
1754,11/2/2024,11/3/2024,11/6/2024,11/6/2024,Eastern,Khobar,Business,Express,PrimeRoute,Home,23.47,116,44.95,152.05,Delivered,0,5,3,1,0.3875,1.915210908,100-300 km,On Time
1755,11/7/2024,11/8/2024,11/11/2024,11/11/2024,Eastern,Dammam,VIP,Standard,PrimeRoute,Electronics,8.58,264,30.06,3896.07,Delivered,0,4,3,1,0.113863636,3.503496503,100-300 km,On Time
1756,7/30/2024,7/31/2024,7/31/2024,8/1/2024,Northern,Tabuk,Retail,Same-Day,FastGo,Fashion,26.34,158,74.83,398.48,Delayed,1,4,1,0,0.473607595,2.840926348,100-300 km,1-2 Days Late
1757,10/2/2024,10/3/2024,10/9/2024,10/11/2024,Southern,Najran,Retail,Standard,LocalShip,Home,16.97,700,70.29,383.2,Delayed,2,4,8,0,0.100414286,4.142015321,600+ km,1-2 Days Late
1758,12/10/2024,12/11/2024,12/15/2024,12/15/2024,Central,Riyadh,Retail,Standard,FastGo,Home,4.85,209,24.33,389.9,Delivered,0,5,4,1,0.116411483,5.016494845,100-300 km,On Time
1759,7/2/2024,7/4/2024,7/7/2024,7/8/2024,Central,Buraydah,Retail,Standard,LocalShip,Medical,10.06,165,26.3,1198.31,Delayed,1,4,4,0,0.159393939,2.614314115,100-300 km,1-2 Days Late
1760,8/24/2024,8/24/2024,8/29/2024,8/29/2024,Northern,Tabuk,Business,Standard,FastGo,Electronics,12.35,117,30.88,2866.01,Delivered,0,5,5,1,0.263931624,2.500404858,100-300 km,On Time
1761,4/23/2024,4/25/2024,4/28/2024,5/2/2024,Eastern,Dammam,Retail,Standard,LocalShip,Electronics,9.16,401,37.38,2884.55,Delayed,4,2,7,0,0.093216958,4.080786026,300-600 km,3+ Days Late
1762,2/16/2024,2/17/2024,2/20/2024,2/20/2024,Central,Buraydah,Retail,Express,AramexPlus,Fashion,19.0,224,47.32,262.06,Delivered,0,5,3,1,0.21125,2.490526316,100-300 km,On Time
1763,4/29/2024,4/30/2024,5/4/2024,5/5/2024,Southern,Najran,Retail,Standard,AramexPlus,Fashion,0.89,166,22.81,439.32,Delayed,1,4,5,0,0.137409639,25.62921348,100-300 km,1-2 Days Late
1764,9/9/2024,9/10/2024,9/15/2024,9/15/2024,Northern,Hail,Retail,Standard,FastGo,Grocery,3.23,162,24.82,190.02,Delivered,0,4,5,1,0.153209877,7.684210526,100-300 km,On Time
1765,11/22/2024,11/22/2024,11/25/2024,11/27/2024,Southern,Abha,Retail,Standard,FastGo,Fashion,4.82,618,53.71,92.51,Delayed,2,4,5,0,0.086909385,11.14315353,600+ km,1-2 Days Late
1766,9/13/2024,9/14/2024,9/20/2024,9/22/2024,Northern,Tabuk,Business,Standard,AramexPlus,Medical,0.87,346,33.6,876.01,Delayed,2,4,8,0,0.097109827,38.62068966,300-600 km,1-2 Days Late
1767,12/10/2024,12/11/2024,12/14/2024,12/15/2024,Northern,Tabuk,VIP,Express,PrimeRoute,Medical,10.33,655,79.58,326.25,Delayed,1,3,4,0,0.121496183,7.703775411,600+ km,1-2 Days Late
1768,10/28/2024,10/30/2024,11/3/2024,11/8/2024,Southern,Najran,Retail,Standard,PrimeRoute,Electronics,16.63,555,61.26,1595.16,Returned,5,2,9,0,0.110378378,3.683704149,300-600 km,3+ Days Late
1769,5/12/2024,5/12/2024,5/17/2024,5/17/2024,Western,Madinah,Business,Standard,FastGo,Fashion,10.55,119,24.39,296.48,Delivered,0,5,5,1,0.204957983,2.311848341,100-300 km,On Time
1770,12/13/2024,12/13/2024,12/19/2024,12/21/2024,Southern,Abha,VIP,Standard,AramexPlus,Fashion,5.8,610,54.17,218.68,Delayed,2,3,8,0,0.088803279,9.339655172,600+ km,1-2 Days Late
1771,8/6/2024,8/7/2024,8/9/2024,8/9/2024,Central,Buraydah,Business,Express,LocalShip,Electronics,1.12,140,23.26,4501.15,Delivered,0,4,2,1,0.166142857,20.76785714,100-300 km,On Time
1772,5/20/2024,5/20/2024,5/26/2024,5/29/2024,Central,Buraydah,Retail,Standard,LocalShip,Home,28.2,106,37.86,256.15,Delayed,3,2,9,0,0.357169811,1.342553191,100-300 km,3+ Days Late
1773,9/21/2024,9/22/2024,9/23/2024,9/23/2024,Central,Buraydah,Business,Express,LocalShip,Grocery,2.67,302,35.41,131.44,Delivered,0,4,1,1,0.117251656,13.26217228,300-600 km,On Time
1774,8/3/2024,8/3/2024,8/6/2024,8/6/2024,Central,Riyadh,Retail,Standard,FastGo,Grocery,6.9,481,39.57,166.53,Delivered,0,4,3,1,0.082266112,5.734782609,300-600 km,On Time
1775,7/19/2024,7/20/2024,7/20/2024,7/24/2024,Southern,Jizan,Retail,Same-Day,AramexPlus,Electronics,0.84,847,101.8,2920.27,Returned,4,2,4,0,0.120188902,121.1904762,600+ km,3+ Days Late
1776,1/13/2024,1/15/2024,1/17/2024,1/17/2024,Western,Makkah,Retail,Express,FastGo,Medical,7.84,271,38.77,286.52,Delivered,0,4,2,1,0.143062731,4.945153061,100-300 km,On Time
1777,5/7/2024,5/8/2024,5/12/2024,5/14/2024,Western,Madinah,Business,Standard,LocalShip,Electronics,10.91,340,35.73,628.68,Delayed,2,3,6,0,0.105088235,3.274977085,300-600 km,1-2 Days Late
1778,2/2/2024,2/3/2024,2/3/2024,2/3/2024,Western,Jeddah,Business,Same-Day,AramexPlus,Grocery,1.71,362,47.15,119.9,Delivered,0,5,0,1,0.130248619,27.57309942,300-600 km,On Time
1779,1/13/2024,1/15/2024,1/18/2024,1/20/2024,Central,Riyadh,Retail,Standard,LocalShip,Home,1.8,313,27.09,378.53,Delayed,2,3,5,0,0.086549521,15.05,300-600 km,1-2 Days Late
1780,5/6/2024,5/6/2024,5/9/2024,5/11/2024,Southern,Najran,Business,Express,AramexPlus,Grocery,5.36,481,59.81,179.95,Delayed,2,4,5,0,0.124345114,11.15858209,300-600 km,1-2 Days Late
1781,1/28/2024,1/28/2024,2/3/2024,2/3/2024,Central,Buraydah,Retail,Standard,PrimeRoute,Grocery,5.38,308,29.7,65.43,Delivered,0,5,6,1,0.096428571,5.520446097,300-600 km,On Time
1782,11/3/2024,11/4/2024,11/10/2024,11/10/2024,Eastern,Jubail,Retail,Standard,PrimeRoute,Electronics,5.72,119,20.53,3531.85,Delivered,0,5,6,1,0.172521008,3.589160839,100-300 km,On Time
1783,10/23/2024,10/25/2024,10/27/2024,10/27/2024,Southern,Jizan,Retail,Express,FastGo,Home,2.15,364,46.68,1363.84,Delivered,0,5,2,1,0.128241758,21.71162791,300-600 km,On Time
1784,7/12/2024,7/13/2024,7/18/2024,7/18/2024,Central,Riyadh,Retail,Standard,FastGo,Electronics,8.25,237,28.45,2640.43,Delivered,0,4,5,1,0.120042194,3.448484848,100-300 km,On Time
1785,2/1/2024,2/2/2024,2/4/2024,2/4/2024,Eastern,Jubail,Retail,Express,FastGo,Fashion,6.24,21,20.85,356.81,Delivered,0,4,2,1,0.992857143,3.341346154,0-100 km,On Time
1786,11/16/2024,11/17/2024,11/20/2024,11/21/2024,Northern,Tabuk,Retail,Standard,AramexPlus,Medical,11.68,275,39.71,651.79,Delayed,1,4,4,0,0.1444,3.399828767,100-300 km,1-2 Days Late
1787,10/13/2024,10/15/2024,10/20/2024,10/20/2024,Northern,Tabuk,Retail,Standard,FastGo,Electronics,0.68,404,36.89,2620.57,Delivered,0,5,5,1,0.091311881,54.25,300-600 km,On Time
1788,2/19/2024,2/21/2024,2/22/2024,2/23/2024,Central,Buraydah,Retail,Express,LocalShip,Home,14.95,376,52.99,225.98,Delayed,1,3,2,0,0.140930851,3.544481605,300-600 km,1-2 Days Late
1789,12/3/2024,12/4/2024,12/8/2024,12/8/2024,Southern,Jizan,VIP,Standard,PrimeRoute,Medical,1.14,285,30.19,541.33,Delivered,0,4,4,1,0.105929825,26.48245614,100-300 km,On Time
1790,8/25/2024,8/27/2024,8/27/2024,8/29/2024,Southern,Abha,Business,Same-Day,LocalShip,Home,2.56,368,58.46,1477.38,Delayed,2,4,2,0,0.158858696,22.8359375,300-600 km,1-2 Days Late
1791,8/20/2024,8/20/2024,8/23/2024,8/25/2024,Northern,Tabuk,Business,Standard,AramexPlus,Electronics,11.94,255,38.76,2626.76,Delayed,2,4,5,0,0.152,3.246231156,100-300 km,1-2 Days Late
1792,2/22/2024,2/22/2024,2/27/2024,2/28/2024,Southern,Jizan,Business,Standard,PrimeRoute,Electronics,11.38,392,46.44,3837.47,Delayed,1,4,6,0,0.118469388,4.080843585,300-600 km,1-2 Days Late
1793,3/5/2024,3/7/2024,3/11/2024,3/12/2024,Central,Riyadh,Retail,Standard,PrimeRoute,Medical,29.63,274,47.4,1411.71,Delayed,1,4,5,0,0.172992701,1.599730003,100-300 km,1-2 Days Late
1794,9/3/2024,9/4/2024,9/7/2024,9/12/2024,Southern,Jizan,Business,Standard,AramexPlus,Home,2.93,620,52.01,540.04,Returned,5,2,8,0,0.083887097,17.75085324,600+ km,3+ Days Late
1795,3/11/2024,3/11/2024,3/17/2024,3/19/2024,Southern,Jizan,Retail,Standard,PrimeRoute,Fashion,11.39,400,46.93,495.71,Delayed,2,4,8,0,0.117325,4.120280948,300-600 km,1-2 Days Late
1796,10/26/2024,10/27/2024,10/28/2024,10/28/2024,Central,Riyadh,Retail,Express,PrimeRoute,Grocery,22.05,107,42.89,162.03,Delivered,0,5,1,1,0.400841121,1.945124717,100-300 km,On Time
1797,10/4/2024,10/6/2024,10/9/2024,10/11/2024,Northern,Hail,Retail,Express,AramexPlus,Medical,10.52,562,72.56,213.22,Delayed,2,3,5,0,0.12911032,6.897338403,300-600 km,1-2 Days Late
1798,11/4/2024,11/6/2024,11/8/2024,11/10/2024,Western,Jeddah,Retail,Express,LocalShip,Grocery,24.21,185,50.2,58.33,Delayed,2,4,4,0,0.271351351,2.073523337,100-300 km,1-2 Days Late
1799,9/22/2024,9/24/2024,9/28/2024,9/28/2024,Eastern,Khobar,Retail,Standard,AramexPlus,Electronics,2.18,276,25.54,1976.47,Delivered,0,5,4,1,0.092536232,11.71559633,100-300 km,On Time
1800,5/1/2024,5/3/2024,5/6/2024,5/6/2024,Southern,Najran,Retail,Express,PrimeRoute,Electronics,11.28,224,47.15,4899.76,Delivered,0,5,3,1,0.210491071,4.179964539,100-300 km,On Time
1801,6/25/2024,6/25/2024,6/27/2024,6/27/2024,Southern,Najran,Retail,Express,FastGo,Home,6.61,234,42.1,1175.55,Delivered,0,5,2,1,0.17991453,6.36913767,100-300 km,On Time
1802,6/23/2024,6/24/2024,6/25/2024,6/25/2024,Western,Jeddah,Business,Express,PrimeRoute,Electronics,8.52,36,24.2,3637.13,Delivered,0,4,1,1,0.672222222,2.840375587,0-100 km,On Time
1803,11/3/2024,11/4/2024,11/5/2024,11/5/2024,Western,Madinah,Retail,Same-Day,LocalShip,Home,5.42,69,28.46,1092.77,Delivered,0,4,1,1,0.412463768,5.250922509,0-100 km,On Time
1804,6/2/2024,6/4/2024,6/7/2024,6/9/2024,Eastern,Jubail,Business,Standard,AramexPlus,Medical,28.89,285,47.36,275.37,Delayed,2,4,5,0,0.166175439,1.639321565,100-300 km,1-2 Days Late
1805,8/20/2024,8/21/2024,8/23/2024,8/25/2024,Northern,Hail,Retail,Express,PrimeRoute,Electronics,28.1,725,107.22,4846.56,Delayed,2,4,4,0,0.147889655,3.815658363,600+ km,1-2 Days Late
1806,11/23/2024,11/24/2024,11/29/2024,11/29/2024,Central,Buraydah,Business,Standard,PrimeRoute,Electronics,5.47,353,32.03,1054.65,Delivered,0,5,5,1,0.090736544,5.855575868,300-600 km,On Time
1807,11/15/2024,11/17/2024,11/19/2024,11/19/2024,Western,Madinah,Retail,Express,PrimeRoute,Home,3.42,124,24.62,271.18,Delivered,0,5,2,1,0.198548387,7.198830409,100-300 km,On Time
1808,7/11/2024,7/12/2024,7/18/2024,7/19/2024,Western,Jeddah,VIP,Standard,LocalShip,Grocery,11.34,28,20.47,30.62,Delayed,1,4,7,0,0.731071429,1.805114638,0-100 km,1-2 Days Late
1809,7/4/2024,7/6/2024,7/10/2024,7/10/2024,Western,Makkah,Retail,Standard,PrimeRoute,Electronics,5.08,431,35.61,2826.28,Delivered,0,4,4,1,0.08262181,7.00984252,300-600 km,On Time
1810,10/11/2024,10/11/2024,10/15/2024,10/19/2024,Central,Riyadh,Retail,Standard,AramexPlus,Electronics,26.97,426,52.88,1076.61,Returned,4,1,8,0,0.124131455,1.960697071,300-600 km,3+ Days Late
1811,4/9/2024,4/11/2024,4/16/2024,4/16/2024,Central,Riyadh,Retail,Standard,AramexPlus,Home,8.54,90,21.33,289.64,Delivered,0,4,5,1,0.237,2.49765808,0-100 km,On Time
1812,4/11/2024,4/11/2024,4/14/2024,4/14/2024,Southern,Jizan,VIP,Express,FastGo,Electronics,13.73,430,66.28,1221.32,Delivered,0,4,3,1,0.154139535,4.827385288,300-600 km,On Time
1813,5/14/2024,5/15/2024,5/19/2024,5/20/2024,Western,Makkah,Retail,Standard,PrimeRoute,Fashion,25.55,494,55.14,424.81,Delayed,1,4,5,0,0.111619433,2.158121331,300-600 km,1-2 Days Late
1814,4/10/2024,4/10/2024,4/13/2024,4/13/2024,Western,Makkah,Retail,Standard,PrimeRoute,Fashion,12.8,77,24.09,402.1,Delivered,0,4,3,1,0.312857143,1.88203125,0-100 km,On Time
1815,1/11/2024,1/12/2024,1/17/2024,1/17/2024,Central,Riyadh,Retail,Standard,AramexPlus,Electronics,2.81,382,31.35,2056.88,Delivered,0,4,5,1,0.082068063,11.15658363,300-600 km,On Time
1816,4/17/2024,4/19/2024,4/21/2024,4/21/2024,Western,Makkah,VIP,Express,FastGo,Grocery,9.54,175,34.3,185.42,Delivered,0,5,2,1,0.196,3.595387841,100-300 km,On Time
1817,7/9/2024,7/10/2024,7/12/2024,7/12/2024,Eastern,Khobar,Retail,Express,PrimeRoute,Grocery,10.16,289,42.35,150.36,Delivered,0,4,2,1,0.146539792,4.168307087,100-300 km,On Time
1818,3/1/2024,3/3/2024,3/6/2024,3/7/2024,Western,Madinah,Business,Express,LocalShip,Electronics,11.58,414,51.95,1646.97,Delayed,1,3,4,0,0.125483092,4.486183074,300-600 km,1-2 Days Late
1819,9/29/2024,9/29/2024,9/30/2024,9/30/2024,Western,Jeddah,Retail,Express,PrimeRoute,Fashion,6.51,399,45.71,66.31,Delivered,0,4,1,1,0.114561404,7.021505376,300-600 km,On Time
1820,8/7/2024,8/8/2024,8/11/2024,8/12/2024,Northern,Hail,Retail,Express,AramexPlus,Medical,10.71,272,50.18,1145.19,Delayed,1,3,4,0,0.184485294,4.685340803,100-300 km,1-2 Days Late
1821,5/30/2024,5/30/2024,5/31/2024,5/31/2024,Western,Jeddah,Business,Express,PrimeRoute,Medical,1.69,131,23.27,445.04,Delivered,0,5,1,1,0.177633588,13.76923077,100-300 km,On Time
1822,11/18/2024,11/18/2024,11/24/2024,11/24/2024,Western,Makkah,Retail,Standard,PrimeRoute,Electronics,10.06,50,20.55,608.17,Delivered,0,5,6,1,0.411,2.042743539,0-100 km,On Time
1823,2/11/2024,2/12/2024,2/14/2024,2/14/2024,Eastern,Dammam,Retail,Express,LocalShip,Fashion,2.61,188,27.93,328.86,Delivered,0,4,2,1,0.14856383,10.70114943,100-300 km,On Time
1824,7/17/2024,7/17/2024,7/22/2024,7/22/2024,Northern,Tabuk,VIP,Standard,PrimeRoute,Medical,1.58,328,33.2,1012.61,Delivered,0,4,5,1,0.101219512,21.01265823,300-600 km,On Time
1825,8/25/2024,8/27/2024,8/29/2024,9/2/2024,Southern,Jizan,Retail,Express,LocalShip,Medical,29.96,471,89.73,1201.94,Returned,4,1,6,0,0.190509554,2.994993324,300-600 km,3+ Days Late
1826,12/21/2024,12/21/2024,12/21/2024,12/23/2024,Western,Makkah,Business,Same-Day,AramexPlus,Medical,4.67,488,61.02,605.36,Delayed,2,3,2,0,0.125040984,13.06638116,300-600 km,1-2 Days Late
1827,10/24/2024,10/24/2024,10/26/2024,10/28/2024,Northern,Hail,VIP,Express,LocalShip,Grocery,8.38,807,89.0,24.86,Delayed,2,3,4,0,0.110285006,10.62052506,600+ km,1-2 Days Late
1828,4/13/2024,4/15/2024,4/17/2024,4/17/2024,Northern,Tabuk,Retail,Express,PrimeRoute,Fashion,5.04,332,47.79,199.48,Delivered,0,4,2,1,0.143945783,9.482142857,300-600 km,On Time
1829,6/5/2024,6/6/2024,6/11/2024,6/15/2024,Northern,Tabuk,Retail,Standard,LocalShip,Fashion,10.13,315,40.62,357.16,Delayed,4,1,9,0,0.128952381,4.009871668,300-600 km,3+ Days Late
1830,5/10/2024,5/10/2024,5/11/2024,5/11/2024,Northern,Hail,Retail,Express,PrimeRoute,Grocery,7.32,176,38.46,68.16,Delivered,0,4,1,1,0.218522727,5.254098361,100-300 km,On Time
1831,5/31/2024,5/31/2024,6/4/2024,6/6/2024,Southern,Abha,Retail,Standard,PrimeRoute,Electronics,3.8,701,57.71,2762.68,Delayed,2,4,6,0,0.08232525,15.18684211,600+ km,1-2 Days Late
1832,1/22/2024,1/23/2024,1/26/2024,1/27/2024,Northern,Hail,Retail,Standard,PrimeRoute,Medical,11.44,561,56.64,1219.93,Delayed,1,3,4,0,0.100962567,4.951048951,300-600 km,1-2 Days Late
1833,8/27/2024,8/28/2024,8/28/2024,8/30/2024,Northern,Hail,VIP,Same-Day,LocalShip,Home,3.55,864,107.6,1421.97,Delayed,2,3,2,0,0.124537037,30.30985915,600+ km,1-2 Days Late
1834,6/11/2024,6/12/2024,6/16/2024,6/17/2024,Northern,Hail,VIP,Standard,AramexPlus,Home,2.53,529,46.17,856.16,Delayed,1,3,5,0,0.087277883,18.24901186,300-600 km,1-2 Days Late
1835,8/14/2024,8/15/2024,8/18/2024,8/18/2024,Eastern,Khobar,Retail,Standard,FastGo,Fashion,1.65,49,13.77,269.91,Delivered,0,4,3,1,0.281020408,8.345454545,0-100 km,On Time
1836,2/12/2024,2/12/2024,2/18/2024,2/18/2024,Western,Makkah,Retail,Standard,FastGo,Grocery,3.82,276,26.86,48.65,Delivered,0,4,6,1,0.097318841,7.031413613,100-300 km,On Time
1837,4/26/2024,4/27/2024,4/30/2024,4/30/2024,Eastern,Jubail,Retail,Standard,FastGo,Grocery,26.44,172,39.75,80.81,Delivered,0,4,3,1,0.231104651,1.503403933,100-300 km,On Time
1838,1/20/2024,1/22/2024,1/25/2024,1/25/2024,Central,Riyadh,Retail,Standard,FastGo,Grocery,3.55,465,36.09,141.08,Delivered,0,5,3,1,0.077612903,10.16619718,300-600 km,On Time
1839,12/11/2024,12/11/2024,12/15/2024,12/20/2024,Southern,Abha,Retail,Standard,AramexPlus,Fashion,8.05,626,57.29,115.8,Delayed,5,2,9,0,0.091517572,7.116770186,600+ km,3+ Days Late
1840,4/7/2024,4/9/2024,4/10/2024,4/10/2024,Eastern,Khobar,Retail,Express,AramexPlus,Grocery,2.59,206,29.08,163.77,Delivered,0,4,1,1,0.141165049,11.22779923,100-300 km,On Time
